,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
10061,1126.json,pants-fire,"Seniors and the disabled will have to stand in front of Obamas death panel so his bureaucrats can decide, based on a subjective judgment of their level of productivity in society, whether they are worthy of health care.",health-care,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a message posted on Facebook
2178,4904.json,pants-fire,99% of NJ voters do NOT support hunting.,"animals,polls",bear-education-and-resource-group,,New Jersey,none,0.0,0.0,0.0,0.0,1.0,a website
290,5043.json,pants-fire,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,"animals,congress,history,polls",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a message via the Internet
8288,3506.json,false,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.","taxes,water",jd-alexander,State senator,Florida,republican,0.0,1.0,1.0,1.0,1.0,comments to reporters
7675,3815.json,half-true,Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.,"health-care,medicare",barbara-boxer,U.S. Senator,California,democrat,2.0,0.0,3.0,4.0,1.0,an interview with MSNBC's Chris Matthews
2827,6893.json,barely-true,"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.","economy,gambling,jobs,message-machine-2012,state-budget,state-finances,workers",coalition-bring-jobs-ri,,Rhode Island,organization,1.0,0.0,0.0,0.0,0.0,a TV commercial
9169,7762.json,false,On an early date for Floridas presidential primary,elections,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a position on legislation
1744,458.json,pants-fire,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",energy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an interview on the Fox News Channel.
2736,179.json,true,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",health-care,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,Las Vegas
7351,10837.json,half-true,The 2005 round of military base closings has not yet resulted in savings.,"federal-budget,military",rob-wittman,Congressman,Virginia,republican,0.0,1.0,1.0,1.0,0.0,a news release.
1045,13037.json,half-true,"Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.","economy,jobs,taxes",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a tweet
3041,9423.json,false,Only one out of 10 minimum wage workers today are teen age or a young person.,economy,katrina-vanden-heuvel,,,none,0.0,2.0,1.0,0.0,0.0,"comments on ABC's ""This Week"""
3376,8168.json,barely-true,"According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.","federal-budget,health-care,public-health",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a radio commentary.
991,3943.json,true,Says hes signed a pledge not to raise taxes four times.,taxes,roger-williams,Businessman,Texas,republican,3.0,2.0,2.0,0.0,1.0,U.S. Senate forum.
3998,4819.json,mostly-true,Says Rick Perry proposed a binational health insurance program with Mexico.,immigration,d-king,,Georgia,none,0.0,0.0,0.0,1.0,0.0,an op-ed
4217,13506.json,true,We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,"economy,state-budget",andrew-cuomo,Governor,New York,democrat,1.0,0.0,0.0,1.0,0.0,"a speech in Fishkill, NY"
10176,12100.json,half-true,"Requiring photo ID would keep about 200,000 Missourians from voting.","elections,legal-issues",kip-kendrick,State representative,Missouri,democrat,0.0,0.0,1.0,0.0,0.0,a League of Women Voters Town Hall meeting
2944,8064.json,pants-fire,"In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.","legal-issues,pop-culture",buzzfeed,,,none,0.0,0.0,0.0,0.0,1.0,a web site list
5371,1826.json,mostly-true,Kendrick Meek is the only candidate who has consistently been against expanded drilling.,energy,kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,"his campaign website, asking supporters to sign a petition to oppose offshore oil drilling"
2061,7632.json,mostly-true,"Says the 2010-11 New Hampshire budget ended with an $18 million surplus, while the Republican-led 2012-13 budget has a $40 million deficit.",state-budget,new-hampshire-democratic-party,,New Hampshire,democrat,4.0,0.0,3.0,3.0,0.0,a tweet
3612,7681.json,false,The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,"county-budget,sports,taxes",carlos-gimenez,Mayor,Florida,republican,0.0,1.0,0.0,0.0,0.0,a county commission meeting
5198,2501.json,half-true,"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",social-security,kurt-schrader,U.S. representative,Oregon,democrat,0.0,1.0,3.0,0.0,0.0,a debate at the Salem City Club
1745,4122.json,barely-true,Says $500 billion in Medicare cuts are coming.,medicare,lois-kolkhorst,Businesswoman,Texas,republican,1.0,0.0,1.0,0.0,0.0,House floor remarks.
6801,751.json,true,"The average South Korean is3 inches taller than the average North Korean, a huge gulag.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a debate in Oxford, Miss."
5961,533.json,barely-true,"These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for.",federal-budget,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Flint, Mich."
3761,12280.json,half-true,Says Nevada state Sen. Michael Roberson forced Common Core for Nevada schools.,education,danny-tarkanian,,Nevada,republican,1.0,0.0,1.0,0.0,0.0,a television ad
2754,12183.json,mostly-true,"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",immigration,victoria-seaman,,Nevada,republican,0.0,0.0,0.0,1.0,0.0,in campaign literature distributed at a candidate forum
7029,2953.json,barely-true,"The Obama-GOP compromise raises taxes, it raises the death tax.","federal-budget,taxes",jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,a radio interview
8633,1662.json,mostly-true,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""","corporations,ethics,market-regulation,abc-news-week",lawrence-summers,,,democrat,0.0,0.0,0.0,1.0,0.0,"an interview on ""This Week."""
8243,3446.json,barely-true,"When I took office in 2003, we had very little reserves.",city-government,david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,newspaper interview
3647,3339.json,mostly-true,The 2006 Massachusetts health care law has added (only) about 1 percent to our state budget.,"health-care,state-budget,abc-news-week",deval-patrick,governor,Massachusetts,democrat,0.0,0.0,1.0,1.0,0.0,"an interview on ""This Week with Christiane Amanpour."""
3431,6140.json,barely-true,Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,history,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a speech to the Republican Party of Texas convention in Fort Worth.
68,6161.json,barely-true,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,"criminal-justice,terrorism",michael-opitz,,Georgia,republican,1.0,0.0,0.0,0.0,0.0,a YouTube ad
7068,6603.json,true,"In his first TV interview as president, Obama said we should talk to Iran.",foreign-policy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,remarks at the Republican National Convention in Tampa
4311,4632.json,half-true,"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had no increase.",immigration,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a Republican presidential debate in Las Vegas
980,4844.json,barely-true,"We have, right now, Hezbollah, which is working throughout Latin America, in Venezuela, in Mexico, throughout Latin America, which poses a very significant and imminent threat to the United States of America.","foreign-policy,terrorism",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a Republican debate in Washington
8708,9212.json,barely-true,Typical minimum wage earners in America are teenagers living with their parents in middle class families.,"jobs,workers",wisconsin-manufacturers-and-commerce,,Wisconsin,organization,3.0,0.0,2.0,2.0,0.0,an opinion piece
3359,4752.json,mostly-true,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.","abortion,legal-issues",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a conference call with reporters
943,9527.json,false,The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,supreme-court,bob-goodlatte,U.S. Congressman,Virginia,republican,0.0,1.0,4.0,3.0,0.0,"comments on ""Fox News Sunday"""
7728,9245.json,false,"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.","candidates-biography,small-business,stimulus",young-conservatives-texas,Political group,Texas,republican,0.0,1.0,0.0,0.0,0.0,a press release
7076,168.json,half-true,My husband has not withheld a single document.,legal-issues,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"Clinton, Iowa"
4666,12914.json,true,50% of Hispanic students count on Pell Grants to pay for college.,"education,federal-budget",ruben-hinojosa,U.S. House member,Texas,democrat,0.0,0.0,0.0,0.0,0.0,a tweet
7215,8619.json,pants-fire,Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,"environment,guns,health-care,public-health",allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,a blog on his website
9296,4460.json,barely-true,Two-thirds of Granite Staters oppose the Tea Party and its agenda on labor unions.,"labor,new-hampshire-2012,polls",new-hampshire-democratic-party,,New Hampshire,democrat,4.0,0.0,3.0,3.0,0.0,a news release
4998,12047.json,barely-true,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist.","candidates-biography,ethics",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign ad
1763,8908.json,half-true,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,"congress,congressional-rules,health-care",clay-aiken,,North Carolina,democrat,0.0,0.0,1.0,1.0,0.0,a YouTube campaign announcement
6483,5884.json,false,The only time government employment has gone down during a recession has been under me.,"economy,history,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Albany, N.Y."
5928,3008.json,half-true,Says there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.,taxes,mary-olson,Lake Oswego City Councilwoman,Oregon,none,0.0,0.0,1.0,0.0,0.0,in Clackamas County Board of Commissioners hearing 
4751,5877.json,true,Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,"county-budget,county-government,message-machine-2012,workers",john-ludlow,Businessman,,republican,1.0,0.0,1.0,0.0,0.0,campaign material 
1891,12097.json,false,"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",campaign-finance,joanne-kloppenburg,State Appeals Court judge,Wisconsin,none,2.0,1.0,0.0,2.0,1.0,a website posting
9407,1389.json,pants-fire,"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.","foreign-policy,homeland-security",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an interview on 'The O'Reilly Factor'
6107,7716.json,mostly-true,"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.","federal-budget,transportation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference
